Journal.name,JIF
Educational Philosophy and Theory,1.5
CULTURE MEDICINE AND PSYCHIATRY,1.5
Journal of International Students,1.5
Journal of School Nursing,1.5
Statistics and Public Policy,1.5
International Journal for Research in Vocational Education and Training-IJRVET,1.5
Rehabilitation Research and Practice,1.5
ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,1.5
Translational Pediatrics,1.5
Violence and Gender,1.5
Arthroplasty Today,1.5
ARTS IN PSYCHOTHERAPY,1.5
Asia-Pacific Journal of Sport Medicine Arthroscopy Rehabilitation and Technology,1.5
International Journal for Academic Development,1.5
SIMULATION & GAMING,1.5
Brazilian Oral Research,1.5
Childhood Obesity,1.5
JOURNAL OF BIOSOCIAL SCIENCE,1.5
Journal of Education and Work,1.5
JOURNAL OF GERONTOLOGICAL SOCIAL WORK,1.5
Clinical Cosmetic and Investigational Dentistry,1.5
Journal of Community Practice,1.5
JOURNAL OF GEOLOGY,1.5
Journal of Geriatric Physical Therapy,1.5
JOURNAL OF NEUROSCIENCE NURSING,1.5
PROBATION JOURNAL,1.5
SYMBOLIC INTERACTION,1.5
Anthropology Today,1.5
Asian Population Studies,1.5
MICROSURGERY,1.5
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,1.5
Revista Latino-Americana de Enfermagem,1.5
Spatial Economic Analysis,1.5
ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,1.5
ANALES DE PEDIATRIA,1.5
Gland Surgery,1.5
ARCHAEOMETRY,1.5
JOURNAL OF AIRCRAFT,1.5
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,1.5
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,1.5
ADULT EDUCATION QUARTERLY,1.5
Communication Culture & Critique,1.5
Foot and Ankle Clinics,1.5
JOURNAL OF PESTICIDE SCIENCE,1.5
BULLETIN OF GEOSCIENCES,1.5
Computer Assisted Surgery,1.5
International Journal of Orthopaedic and Trauma Nursing,1.5
Journal of Orthopaedics,1.5
PEDIATRIC SURGERY INTERNATIONAL,1.5
Popular Communication,1.5
Critical Discourse Studies,1.5
Forensic Science Medicine and Pathology,1.5
Annali di Igiene Medicina Preventiva e di Comunita,1.5
Journal of Creative Communications,1.5
JOURNAL OF TECHNOLOGY IN HUMAN SERVICES,1.5
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,1.5
REVIEW OF WORLD ECONOMICS,1.5
Sports Engineering,1.5
Teaching Education,1.5
COMPUTATIONAL STATISTICS & DATA ANALYSIS,1.5
CRYSTAL RESEARCH AND TECHNOLOGY,1.5
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,1.5
International Food and Agribusiness Management Review,1.5
NUCLEAR TECHNOLOGY,1.5
OTJR-Occupational Therapy Journal of Research,1.5
Shoulder & Elbow,1.5
Turkish Journal of Fisheries and Aquatic Sciences,1.5
Annals of Diagnostic Pathology,1.5
BRAIN INJURY,1.5
Employee Responsibilities and Rights Journal,1.5
Journal of Advanced Veterinary and Animal Research,1.5
JOURNAL OF PERINATAL & NEONATAL NURSING,1.5
Annals of Actuarial Science,1.5
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,1.5
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1.5
Global Media and Communication,1.5
International Journal of Lower Extremity Wounds,1.5
Journal of Clinical Research in Pediatric Endocrinology,1.5
Medical Science Monitor Basic Research,1.5
Open Access Emergency Medicine,1.5
Agricultural Finance Review,1.5
European Journal of Midwifery,1.5
International Journal of Cognitive Therapy,1.5
Journal of Oral Implantology,1.5
Journal of Renal Care,1.5
Plastic and Reconstructive Surgery-Global Open,1.5
VISION RESEARCH,1.5
European Journal of Obstetrics & Gynecology and Reproductive Biology-X,1.5
Global Social Policy,1.5
JNP- The Journal for Nurse Practitioners,1.5
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,1.5
Journal of Taibah University Medical Sciences,1.5
Journal of Wound Care,1.5
OPEC Energy Review,1.5
Statistics in Biopharmaceutical Research,1.5
Subterranean Biology,1.5
ANZ JOURNAL OF SURGERY,1.5
Gaceta Sanitaria,1.5
iForest-Biogeosciences and Forestry,1.5
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1.5
PEDIATRIC DENTISTRY,1.5
Anthropology & Medicine,1.5
Dermatology Research and Practice,1.5
Economics & Politics,1.5
ENVIRONMETRICS,1.5
FAMILY & COMMUNITY HEALTH,1.5
Fottea,1.5
International Journal for Uncertainty Quantification,1.5
International Journal of Information and Communication Technology Education,1.5
Journal of Clinical Pediatric Dentistry,1.5
Operations Research for Health Care,1.5
PARASITOLOGY INTERNATIONAL,1.5
PEDIATRIC CARDIOLOGY,1.5
PROFESSIONAL GEOGRAPHER,1.5
SINGAPORE ECONOMIC REVIEW,1.5
UPSALA JOURNAL OF MEDICAL SCIENCES,1.5
Comparative Population Studies,1.5
INTERNATIONAL JOURNAL OF PLANT SCIENCES,1.5
JOURNAL OF AQUATIC ANIMAL HEALTH,1.5
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,1.5
Advances in Applied Mathematics and Mechanics,1.5
Clinical Pharmacology in Drug Development,1.5
EDUCATIONAL FORUM,1.5
European Journal of Physiotherapy,1.5
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,1.5
Journal of Drugs in Dermatology,1.5
JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,1.5
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,1.5
MELANOMA RESEARCH,1.5
Oceans-Switzerland,1.5
Health Services Research and Managerial Epidemiology,1.5
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1.5
Revista de Ciencia Politica,1.5
FOREST SCIENCE,1.5
HORTSCIENCE,1.5
International Journal of Health Economics and Management,1.5
Journal of Asset Management,1.5
JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,1.5
PHYCOLOGIA,1.5
Physical Review Accelerators and Beams,1.5
PHYTOPARASITICA,1.5
Revista de Contabilidad-Spanish Accounting Review,1.5
SOFTWARE TESTING VERIFICATION & RELIABILITY,1.5
BULLETIN OF MARINE SCIENCE,1.5
Communications-European Journal of Communication Research,1.5
INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,1.5
JBI Evidence Synthesis,1.5
KYKLOS,1.5
Neurochirurgie,1.5
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,1.5
OMEGA-JOURNAL OF DEATH AND DYING,1.5
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,1.5
American Journal of Hospice & Palliative Medicine,1.5
Annals of Dermatology,1.5
ANNALS OF SAUDI MEDICINE,1.5
Chilean Journal of Agricultural Research,1.5
CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,1.5
DRUGS-EDUCATION PREVENTION AND POLICY,1.5
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,1.5
Journal of Cardiothoracic Surgery,1.5
Marine Ecology-An Evolutionary Perspective,1.5
PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,1.5
Sensing and Imaging,1.5
Telemedicine Reports,1.5
X-RAY SPECTROMETRY,1.5
BIOCONTROL SCIENCE AND TECHNOLOGY,1.5
ELECTRONIC LIBRARY,1.5
International Journal of Micro Air Vehicles,1.5
Journal of Borderlands Studies,1.5
Journal of Dual Diagnosis,1.5
Journal of Entrepreneurship and Public Policy,1.5
Marine Biodiversity,1.5
NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,1.5
Ocnos-Journal of Reading Research,1.5
Proceedings of the Institution of Civil Engineers-Urban Design and Planning,1.5
State Crime,1.5
UROLOGIA INTERNATIONALIS,1.5
CLINICAL AND EXPERIMENTAL HYPERTENSION,1.5
ENDOCRINE RESEARCH,1.5
Geotechnique Letters,1.5
International Journal of Housing Markets and Analysis,1.5
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,1.5
International Journal of Sports Science & Coaching,1.5
JOURNAL OF AEROSPACE ENGINEERING,1.5
Journal of Burn Care & Research,1.5
Journal of the American Psychiatric Nurses Association,1.5
JOURNAL OF TURBULENCE,1.5
Psicologia-Reflexao e Critica,1.5
Advances in Tribology,1.5
Current Problems in Diagnostic Radiology,1.5
Current Radiopharmaceuticals,1.5
International Journal of Wireless Information Networks,1.5
JPRAS Open,1.5
Management of Biological Invasions,1.5
MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,1.5
POLAR BIOLOGY,1.5
Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment,1.5
TETRAHEDRON LETTERS,1.5
ACM Journal of Data and Information Quality,1.5
AQUATIC LIVING RESOURCES,1.5
EXPERIMENTAL LUNG RESEARCH,1.5
Gastroenterology Insights,1.5
HYPERTENSION IN PREGNANCY,1.5
International Journal of Agronomy,1.5
MODERN PHYSICS LETTERS A,1.5
SA Journal of Industrial Psychology,1.5
EXPERIMENTAL TECHNIQUES,1.5
Frontiers in Dental Medicine,1.5
Journal of Community Genetics,1.5
Mining Metallurgy & Exploration,1.5
Open Engineering,1.5
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,1.5
Sport in Society,1.5
AUSTRALIAN SYSTEMATIC BOTANY,1.5
Cuadernos de Investigacion Geografica,1.5
EUROPEAN PHYSICAL JOURNAL D,1.5
FOLIA NEUROPATHOLOGICA,1.5
FOLIA PARASITOLOGICA,1.5
INTERNATIONAL FORESTRY REVIEW,1.5
INTERVENTIONAL NEURORADIOLOGY,1.5
JOURNAL OF THE TEXTILE INSTITUTE,1.5
PLANT SYSTEMATICS AND EVOLUTION,1.5
Polar Science,1.5
QUANTITATIVE FINANCE,1.5
Scandinavian Journal of Pain,1.5
Annales de l Institut Henri Poincare D,1.5
Cognitive Neuropsychiatry,1.5
COMPUTER JOURNAL,1.5
HUMAN SYSTEMS MANAGEMENT,1.5
Iranian Journal of Science and Technology-Transactions of Electrical Engineering,1.5
JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS,1.5
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,1.5
Molecular Genetics & Genomic Medicine,1.5
SEMINARS IN ULTRASOUND CT AND MRI,1.5
ACM Transactions on Architecture and Code Optimization,1.5
American Journal of Clinical and Experimental Urology,1.5
BRAZILIAN JOURNAL OF PHYSICS,1.5
CORONARY ARTERY DISEASE,1.5
Frontiers in Neuroergonomics,1.5
Journal of Berry Research,1.5
Journal of Data and Information Science,1.5
JOURNAL OF FINANCIAL SERVICES RESEARCH,1.5
Magnetic Resonance Imaging Clinics of North America,1.5
Middle East Current Psychiatry-MECPsych,1.5
Records of Natural Products,1.5
CANADIAN JOURNAL OF SOIL SCIENCE,1.5
Chinese Physics B,1.5
GULF AND CARIBBEAN RESEARCH,1.5
INTERNATIONAL ECONOMIC REVIEW,1.5
International Journal of Engineering,1.5
Journal of Computer Virology and Hacking Techniques,1.5
JOURNAL OF ENHANCED HEAT TRANSFER,1.5
Journal of Mechanical Science and Technology,1.5
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,1.5
LUTS-Lower Urinary Tract Symptoms,1.5
Organizacija,1.5
Research Journal of Textile and Apparel,1.5
Sexual and Relationship Therapy,1.5
BEHAVIOUR CHANGE,1.5
BioInvasions Records,1.5
BIOLOGICALS,1.5
Botany Letters,1.5
CROATIAN MEDICAL JOURNAL,1.5
Engineering Research Express,1.5
IISE Transactions on Healthcare Systems Engineering,1.5
INDUSTRIAL LUBRICATION AND TRIBOLOGY,1.5
International Journal of Training and Development,1.5
Journal of Integrative Bioinformatics,1.5
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,1.5
RADIATION AND ENVIRONMENTAL BIOPHYSICS,1.5
THERAPEUTIC APHERESIS AND DIALYSIS,1.5
Urology Journal,1.5
Current Sleep Medicine Reports,1.5
EMOTIONAL AND BEHAVIOURAL DIFFICULTIES,1.5
Estudios Sobre Educacion,1.5
Geosystem Engineering,1.5
H2Open Journal,1.5
IJID Regions,1.5
Integrated Blood Pressure Control,1.5
JMA Journal,1.5
Journal of Magnetic Resonance Open,1.5
SCIENCE OF COMPUTER PROGRAMMING,1.5
SOUTH AFRICAN JOURNAL OF SCIENCE,1.5
Tropical Plant Pathology,1.5
TURKISH JOURNAL OF BOTANY,1.5
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,1.5
ZYGOTE,1.5
Cancer Radiotherapie,1.5
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,1.5
INFORMATION TECHNOLOGY AND LIBRARIES,1.5
INTERNATIONAL JOURNAL OF PHARMACY PRACTICE,1.5
Iranian Journal of Science and Technology-Transactions of Mechanical Engineering,1.5
NORDIC JOURNAL OF PSYCHIATRY,1.5
Physics,1.5
Pilot and Feasibility Studies,1.5
Water Policy,1.5
Advances in High Energy Physics,1.5
Comparative Economic Studies,1.5
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,1.5
Ethiopian Journal of Health Sciences,1.5
Financial Markets and Portfolio Management,1.5
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,1.5
International Journal of Hepatology,1.5
INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL,1.5
Journal of Workplace Behavioral Health,1.5
MAGNESIUM RESEARCH,1.5
PLANT BREEDING,1.5
Plant Physiology Reports,1.5
ROBOMECH Journal,1.5
Current Computer-Aided Drug Design,1.5
Current Hypertension Reviews,1.5
European Journal of Social Security,1.5
IET Electric Power Applications,1.5
International Journal of Analytical Chemistry,1.5
International Journal of Network Management,1.5
OPEN ECONOMIES REVIEW,1.5
Proceedings of the Institution of Civil Engineers-Bridge Engineering,1.5
Acute Medicine & Surgery,1.5
Dermatologie in Beruf und Umwelt,1.5
Foundations and Trends in Entrepreneurship,1.5
IET Software,1.5
IET Wireless Sensor Systems,1.5
International Journal of Corrosion,1.5
International Journal of Fuzzy Logic and Intelligent Systems,1.5
International Journal of Molecular and Cellular Medicine,1.5
JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,1.5
JOURNAL OF FINANCIAL RESEARCH,1.5
Journal of Tourism Sustainability and Well-being,1.5
KOEDOE,1.5
MYCOSCIENCE,1.5
Rock and Soil Mechanics,1.5
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,1.5
Security and Privacy,1.5
Transportation in Developing Economies,1.5
ENVIRONMENTAL QUALITY MANAGEMENT,1.5
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,1.5
JAPANESE ECONOMIC REVIEW,1.5
Journal of Micro-Nanopatterning Materials and Metrology-JM3,1.5
Journal of Photonics for Energy,1.5
Musculoskeletal Care,1.5
Peptide Science,1.5
REVISTA IBEROAMERICANA DE MICOLOGIA,1.5
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,1.5
Turkish Journal of Hematology,1.5
VIRAL IMMUNOLOGY,1.5
Algorithms for Molecular Biology,1.5
American Journal of Lifestyle Medicine,1.5
CHEMICAL & PHARMACEUTICAL BULLETIN,1.5
CLEAN-Soil Air Water,1.5
Decision,1.5
IET Communications,1.5
INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY,1.5
Journal of Cryptographic Engineering,1.5
JOURNAL OF MECHANICS,1.5
Proceedings of the Institution of Civil Engineers-Engineering Sustainability,1.5
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,1.5
Uspekhi Fiziki Metallov-Progress in Physics of Metals,1.5
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,1.5
Bratislava Medical Journal-Bratislavske Lekarske Listy,1.5
Indian Journal of Critical Care Medicine,1.5
Integrative Biology,1.5
INTERNATIONAL ANGIOLOGY,1.5
Journal of Astronomical Instrumentation,1.5
Natural Product Communications,1.5
Science and Technology for Energy Transition,1.5
Advances in Civil Engineering,1.5
Clinical and Experimental Hepatology,1.5
European Journal of Computational Mechanics,1.5
JOURNAL OF CHROMATOGRAPHIC SCIENCE,1.5
Journal of Research in Medical Sciences,1.5
POPULATION,1.5
TRANSFUSION MEDICINE,1.5
Canadian Journal of Respiratory Critical Care and Sleep Medicine,1.5
Cancer Reports,1.5
Hispanic Health Care International,1.5
IET Computer Vision,1.5
Journal of Architectural Engineering,1.5
JOURNAL OF COMPUTATIONAL NEUROSCIENCE,1.5
PSYCHIATRIC GENETICS,1.5
"Structural Monitoring and Maintenance, An International Journal",1.5
TECHNICAL COMMUNICATION,1.5
Top,1.5
Transactions of the Indian Ceramic Society,1.5
CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,1.5
DISTRIBUTED AND PARALLEL DATABASES,1.5
Feminist Africa,1.5
IET Cyber-systems and Robotics,1.5
JAPANESE JOURNAL OF APPLIED PHYSICS,1.5
Journal of Control and Decision,1.5
Journal of Control Automation and Electrical Systems,1.5
MECHANICS OF COMPOSITE MATERIALS,1.5
PHILOSOPHICAL MAGAZINE,1.5
Building Services Engineering Research & Technology,1.5
ENVIRONMENTAL FORENSICS,1.5
Glass Structures & Engineering,1.5
Journal for International Business and Entrepreneurship Development,1.5
PHARMAZIE,1.5
Revista de Gastroenterologia de Mexico,1.5
AIDS RESEARCH AND HUMAN RETROVIRUSES,1.5
CORPORATE REPUTATION REVIEW,1.5
Ethics Policy & Environment,1.5
HELVETICA CHIMICA ACTA,1.5
HIV AIDS-Research and Palliative Care,1.5
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,1.5
Molecular Biology Research Communications,1.5
Advances in Materials Science,1.5
Current Trauma Reports,1.5
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION,1.5
Annals of Clinical Psychiatry,1.5
Indian Journal of Clinical Biochemistry,1.5
Journal of Anaesthesiology Clinical Pharmacology,1.5
Journal of Philanthropy and Marketing,1.5
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,1.5
Retos-Revista de Ciencias de la Administracion y Economia,1.5
GAIA-Ecological Perspectives for Science and Society,1.5
International Review for Spatial Planning and Sustainable Development,1.5
New Microbiologica,1.5
Postepy w Kardiologii Interwencyjnej,1.5
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,1.5
Blood Science,1.5
CELLULAR AND MOLECULAR BIOLOGY,1.5
Journal of Computational Applied Mechanics,1.5
Advances in Condensed Matter Physics,1.5
INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,1.5
Mires and Peat,1.5
Wind Engineering,1.5
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,1.5
EPJ Applied Metamaterials,1.5
Materials Research-Ibero-american Journal of Materials,1.5
Translational Cancer Research,1.5
CHEMIE INGENIEUR TECHNIK,1.5
Journal of Tropical Meteorology,1.5
American Journal of Stem Cells,1.5
Central European Journal of Immunology,1.5
Frontiers of Economics in China,1.5
Learning Communities-International Journal of Learning in Social Contexts,1.5
Micro & Nano Letters,1.5
ACTA PROTOZOOLOGICA,1.5
MOLECULAR BIOLOGY,1.5
Journal of Consumer Sciences,1.5
Journal of Combustion,1.5
Museum Management and Curatorship,1.4
WALT WHITMAN QUARTERLY REVIEW,1.4
Memory Studies,1.4
ECONOMIC HISTORY REVIEW,1.4
Philosophers Imprint,1.4
European Law Journal,1.4
Journal of Empirical Theology,1.4
Multilingua-Journal of Cross-Cultural and Interlanguage Communication,1.4
Grotiana,1.4
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,1.4
Asia & the Pacific Policy Studies,1.4
Oxford Journal of Legal Studies,1.4
SOCIAL & LEGAL STUDIES,1.4
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,1.4
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,1.4
Social Epistemology,1.4
Archaeological Dialogues,1.4
Current Legal Problems,1.4
PHILOSOPHY OF SCIENCE,1.4
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,1.4
China Perspectives,1.4
PACIFIC AFFAIRS,1.4
Journal of Politeness Research-Language Behaviour Culture,1.4
Language Assessment Quarterly,1.4
Analysis and Mathematical Physics,1.4
Ardeola-International Journal of Ornithology,1.4
Journal of Island & Coastal Archaeology,1.4
Journal of Fixed Point Theory and Applications,1.4
JOURNAL OF CRIME & JUSTICE,1.4
Language Policy,1.4
JOURNAL OF SPECIAL EDUCATION,1.4
LGBTQ Family-An Interdisciplinary Journal,1.4
Carpathian Journal of Mathematics,1.4
Legal Ethics,1.4
Review of African Political Economy,1.4
Science China-Mathematics,1.4
CALCOLO,1.4
Global Crime,1.4
MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES,1.4
JOURNAL OF LITERACY RESEARCH,1.4
Journal of Dynamics and Differential Equations,1.4
Language Variation and Change,1.4
Victims & Offenders,1.4
Information and Inference-A Journal of the IMA,1.4
International Journal of Science Education Part B-Communication and Public Engagement,1.4
Australian Journal of Administrative Law,1.4
Business and Politics,1.4
Critical Criminology,1.4
Ornithology Research,1.4
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,1.4
THEORY AND PRACTICE OF LOGIC PROGRAMMING,1.4
ALTERNATIVES,1.4
JOURNAL OF SOCIOLOGY,1.4
Results in Applied Mathematics,1.4
BMC Zoology,1.4
Children & Society,1.4
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL,1.4
JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,1.4
JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,1.4
Police Practice and Research,1.4
American Journal of Audiology,1.4
ANNALS OF APPLIED PROBABILITY,1.4
ANTHROPOLOGY & EDUCATION QUARTERLY,1.4
Archives of Budo,1.4
Child and Adolescent Social Work Journal,1.4
Political Studies Review,1.4
Journal of Otology,1.4
Korean Journal of Family Medicine,1.4
QUALITATIVE INQUIRY,1.4
RUSSIAN MATHEMATICAL SURVEYS,1.4
International Journal of Speech-Language Pathology,1.4
JOURNAL OF MULTIVARIATE ANALYSIS,1.4
Journal of Vocational Education and Training,1.4
OPERATIVE DENTISTRY,1.4
Critical and Radical Social Work,1.4
Dimensions of Critical Care Nursing,1.4
JOURNAL OF SOCIAL SERVICE RESEARCH,1.4
COCHLEAR IMPLANTS INTERNATIONAL,1.4
Communications on Applied Mathematics and Computation,1.4
EUROPEAN JOURNAL OF WOMENS STUDIES,1.4
AStA-Advances in Statistical Analysis,1.4
International Criminal Justice Review,1.4
Learning and Teaching in Higher Education-Gulf Perspectives,1.4
Stochastics and Partial Differential Equations-Analysis and Computations,1.4
European Journal of Social Work,1.4
Kotuitui-New Zealand Journal of Social Sciences Online,1.4
LAW PROBABILITY & RISK,1.4
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,1.4
Social Anthropology,1.4
Educational Media International,1.4
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,1.4
Forensic Sciences Research,1.4
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,1.4
JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION,1.4
Politics & Policy,1.4
VETERINARY ANAESTHESIA AND ANALGESIA,1.4
Zebrafish,1.4
Revista Matematica Complutense,1.4
ANIMAL WELFARE,1.4
Communication Studies,1.4
DISCOURSE STUDIES,1.4
European Political Science,1.4
International Politics,1.4
International Studies in Sociology of Education,1.4
JOURNAL OF DENTAL EDUCATION,1.4
JOURNAL OF HYMENOPTERA RESEARCH,1.4
Social Inclusion,1.4
Advances in Data Analysis and Classification,1.4
Journal of Childrens Services,1.4
Journal of Ethnic & Cultural Diversity in Social Work,1.4
JOURNAL OF PEDIATRIC ORTHOPAEDICS,1.4
Mathematical Modelling and Control,1.4
Mathematics Education Research Journal,1.4
Tertiary Education and Management,1.4
Cultural Sociology,1.4
Focaal-Journal of Global and Historical Anthropology,1.4
LEGISLATIVE STUDIES QUARTERLY,1.4
NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,1.4
Journal of Digital Media & Policy,1.4
Journal of Psychologists and Counsellors in Schools,1.4
