journalname,IF
GLOBAL CHANGE BIOLOGY,12.5
GLOBAL CHANGE BIOLOGY,12.5
JAMA Health Forum,12.5
JAMA Health Forum,12.5
JAMA Health Forum,12.5
Journal of Integrative Plant Biology,12.5
Journal of Integrative Plant Biology,12.5
Journal of Translational Internal Medicine,12.5
Chemical Engineering Journal,12.5
Chemical Engineering Journal,12.5
NATURAL PRODUCT REPORTS,12.5
NATURAL PRODUCT REPORTS,12.5
NATURAL PRODUCT REPORTS,12.5
Annual Review of Cell and Developmental Biology,12.5
Annual Review of Cell and Developmental Biology,12.5
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,12.5
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,12.5
Journal of Hospitality Marketing & Management,12.4
Journal of Hospitality Marketing & Management,12.4
Journal of Hospitality Marketing & Management,12.4
IEEE TRANSACTIONS ON MEDICAL IMAGING,12.4
IEEE TRANSACTIONS ON MEDICAL IMAGING,12.4
IEEE TRANSACTIONS ON MEDICAL IMAGING,12.4
IEEE TRANSACTIONS ON MEDICAL IMAGING,12.4
IEEE TRANSACTIONS ON MEDICAL IMAGING,12.4
Satellite Navigation,12.4
Satellite Navigation,12.4
Satellite Navigation,12.4
JOURNAL OF CONTROLLED RELEASE,12.4
JOURNAL OF CONTROLLED RELEASE,12.4
Cancer Biology & Medicine,12.4
Cancer Biology & Medicine,12.4
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,12.3
PRX Quantum,12.3
PRX Quantum,12.3
PRX Quantum,12.3
Computers and Education Open,12.3
Computers and Education Open,12.3
Environmental Chemistry and Ecotoxicology,12.3
Environmental Chemistry and Ecotoxicology,12.3
REMOTE SENSING OF ENVIRONMENT,12.3
REMOTE SENSING OF ENVIRONMENT,12.3
REMOTE SENSING OF ENVIRONMENT,12.3
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,12.3
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,12.3
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,12.3
Annual Review of Animal Biosciences,12.3
Annual Review of Animal Biosciences,12.3
Annual Review of Animal Biosciences,12.3
Annual Review of Animal Biosciences,12.3
Current Climate Change Reports,12.3
Materials Futures,12.3
Advanced Sensor and Energy Materials,12.3
COMPUTERS IN HUMAN BEHAVIOR,12.2
COMPUTERS IN HUMAN BEHAVIOR,12.2
JOURNAL OF FINANCE,12.2
JOURNAL OF FINANCE,12.2
PHARMACOLOGICAL RESEARCH,12.2
Blood Cancer Discovery,12.2
Blood Cancer Discovery,12.2
Engineering,12.2
Trends in Environmental Analytical Chemistry,12.2
Trends in Environmental Analytical Chemistry,12.2
SOIL BIOLOGY & BIOCHEMISTRY,12.2
Environmental Impact Assessment Review,12.2
Annual Review of Economics,12.2
ENVIRONMENTAL SCIENCE & TECHNOLOGY,12.2
ENVIRONMENTAL SCIENCE & TECHNOLOGY,12.2
APPLIED ENERGY,12.2
APPLIED ENERGY,12.2
CELLULAR & MOLECULAR BIOLOGY LETTERS,12.2
CELLULAR & MOLECULAR BIOLOGY LETTERS,12.2
Green Technologies and Sustainability,12.2
Cell Death & Disease,12.2
Cardiac Failure Review,12.2
Business & Information Systems Engineering,12.2
Annual Review of Microbiology,12.2
RARE METALS,12.1
RARE METALS,12.1
Energy Strategy Reviews,12.1
TECHNOVATION,12.0
TECHNOVATION,12.0
TECHNOVATION,12.0
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,12.0
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,12.0
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,12.0
Wearable Electronics,12.0
Wearable Electronics,12.0
JACC-Heart Failure,11.9
EDUCATIONAL PSYCHOLOGY REVIEW,11.9
Agriculture Communications,11.9
BRITISH JOURNAL OF BIOMEDICAL SCIENCE,11.9
Green Chemical Engineering,11.9
Energy Materials,11.9
Energy Materials,11.9
ENDOSCOPY,11.8
ENDOSCOPY,11.8
CANCER LETTERS,11.8
BIOSENSORS & BIOELECTRONICS,11.8
BIOSENSORS & BIOELECTRONICS,11.8
BIOSENSORS & BIOELECTRONICS,11.8
BIOSENSORS & BIOELECTRONICS,11.8
BIOSENSORS & BIOELECTRONICS,11.8
Physics of Life Reviews,11.8
Physics of Life Reviews,11.8
ENERGY CONVERSION AND MANAGEMENT,11.8
ENERGY CONVERSION AND MANAGEMENT,11.8
ENERGY CONVERSION AND MANAGEMENT,11.8
Small,11.8
Small,11.8
Small,11.8
Small,11.8
Small,11.8
Small,11.8
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,11.8
Transactions of the Association for Computational Linguistics,11.7
Transactions of the Association for Computational Linguistics,11.7
Transactions of the Association for Computational Linguistics,11.7
JAMA Network Open,11.7
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,11.7
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,11.7
Journal for ImmunoTherapy of Cancer,11.7
Journal for ImmunoTherapy of Cancer,11.7
International Journal of Biological Sciences,11.7
NEJM Evidence,11.6
JOURNAL OF EXPERIMENTAL MEDICINE,11.6
JOURNAL OF EXPERIMENTAL MEDICINE,11.6
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,11.6
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,11.6
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,11.6
Current Forestry Reports,11.6
SLEEP MEDICINE REVIEWS,11.6
SLEEP MEDICINE REVIEWS,11.6
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,11.6
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,11.6
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,11.6
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,11.6
Cell Communication and Signaling,11.6
SURFACE SCIENCE REPORTS,11.6
SURFACE SCIENCE REPORTS,11.6
Journal of Neuroinflammation,11.5
Journal of Neuroinflammation,11.5
ADVANCED ENGINEERING INFORMATICS,11.5
ADVANCED ENGINEERING INFORMATICS,11.5
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,11.5
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,11.5
Seminars in Immunopathology,11.5
Seminars in Immunopathology,11.5
Annual Review of Biomedical Engineering,11.5
SEMINARS IN IMMUNOLOGY,11.5
Green Energy and Resources,11.5
Green Energy and Resources,11.5
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,11.4
MOLECULAR THERAPY,11.4
MOLECULAR THERAPY,11.4
MOLECULAR THERAPY,11.4
LANDSCAPE AND URBAN PLANNING,11.4
LANDSCAPE AND URBAN PLANNING,11.4
LANDSCAPE AND URBAN PLANNING,11.4
LANDSCAPE AND URBAN PLANNING,11.4
LANDSCAPE AND URBAN PLANNING,11.4
LANDSCAPE AND URBAN PLANNING,11.4
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,11.4
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,11.4
npj Biofilms and Microbiomes,11.4
npj Biofilms and Microbiomes,11.4
CRITICAL CARE,11.4
Review of Managerial Science,11.4
Materials Horizons,11.4
Materials Horizons,11.4
International Journal of Contemporary Hospitality Management,11.3
International Journal of Contemporary Hospitality Management,11.3
PHYTOMEDICINE,11.3
PHYTOMEDICINE,11.3
PHYTOMEDICINE,11.3
PHYTOMEDICINE,11.3
ALLERGY,11.3
ALLERGY,11.3
EARTH-SCIENCE REVIEWS,11.3
IEEE Transactions on Affective Computing,11.3
IEEE Transactions on Affective Computing,11.3
Additive Manufacturing,11.3
Additive Manufacturing,11.3
IEEE Transactions on Cybernetics,11.3
IEEE Transactions on Cybernetics,11.3
IEEE Transactions on Cybernetics,11.3
EcoMat,11.3
EcoMat,11.3
EcoMat,11.3
HemaSphere,11.3
EBioMedicine,11.2
ACM TRANSACTIONS ON INFORMATION SYSTEMS,11.2
CLINICAL PSYCHOLOGY REVIEW,11.2
Journal of Pharmaceutical Analysis,11.2
ANGIOGENESIS,11.2
Journal of Industrial Information Integration,11.2
Journal of Industrial Information Integration,11.2
Chinese Herbal Medicines,11.2
Advances in Geo-Energy Research,11.2
Advances in Geo-Energy Research,11.2
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,11.2
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,11.2
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,11.2
Carbon Neutrality,11.2
Carbon Neutrality,11.2
STROKE,11.1
STROKE,11.1
Diagnostic and Interventional Imaging,11.1
IEEE Transactions on Robotics,11.1
Astrophysical Journal Letters,11.1
Journal of Business Research,11.1
Cochrane Database of Systematic Reviews,11.1
ACS Central Science,11.1
Microsystems & Nanoengineering,11.1
Microsystems & Nanoengineering,11.1
Battery Energy,11.1
Battery Energy,11.1
Battery Energy,11.1
Trends in Chemistry,11.1
Burns & Trauma,11.0
Burns & Trauma,11.0
Burns & Trauma,11.0
Journal of Travel & Tourism Marketing,11.0
ECONOMIC GEOGRAPHY,11.0
ECONOMIC GEOGRAPHY,11.0
SPORTS MEDICINE,11.0
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,11.0
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,11.0
Journal of Stroke,11.0
Journal of Stroke,11.0
Journal of Research in Interactive Marketing,11.0
Materials Today Bio,11.0
Materials Today Bio,11.0
TRANSPORT REVIEWS,11.0
npj Clean Water,11.0
npj Clean Water,11.0
npj Clean Water,11.0
Journal of Remote Sensing,11.0
Journal of Remote Sensing,11.0
Journal of Remote Sensing,11.0
Journal of Remote Sensing,11.0
Current Opinion in Green and Sustainable Chemistry,11.0
Current Opinion in Green and Sustainable Chemistry,11.0
Cancer Genetics,11.0
Cancer Genetics,11.0
Advanced Healthcare Materials,11.0
Advanced Healthcare Materials,11.0
Advanced Healthcare Materials,11.0
OPHTHALMOLOGY,10.9
Wiley Interdisciplinary Reviews-Computational Molecular Science,10.9
Wiley Interdisciplinary Reviews-Computational Molecular Science,10.9
JAMA Dermatology,10.9
BIOLOGICAL REVIEWS,10.9
Facta Universitatis-Series Mechanical Engineering,10.9
npj Urban Sustainability,10.9
npj Urban Sustainability,10.9
ENVIRONMENTAL HEALTH PERSPECTIVES,10.9
ENVIRONMENTAL HEALTH PERSPECTIVES,10.9
ENVIRONMENTAL HEALTH PERSPECTIVES,10.9
CLINICAL CANCER RESEARCH,10.9
ACS Sensors,10.9
ACS Sensors,10.9
ACS Sensors,10.9
ARCHIVES OF TOXICOLOGY,10.9
Carbon Resources Conversion,10.9
Carbon Resources Conversion,10.9
Circular Economy,10.9
Circular Economy,10.9
Topics in Current Chemistry,10.9
Annual Review of Applied Linguistics,10.8
Annual Review of Applied Linguistics,10.8
GOVERNMENT INFORMATION QUARTERLY,10.8
Genome Medicine,10.8
European Respiratory Review,10.8
Journal of Rock Mechanics and Geotechnical Engineering,10.8
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,10.8
China Finance Review International,10.8
IEEE SIGNAL PROCESSING MAGAZINE,10.8
Journal of Big Data,10.8
Food Packaging and Shelf Life,10.8
BMJ Evidence-Based Medicine,10.8
PERSONNEL PSYCHOLOGY,10.8
PERSONNEL PSYCHOLOGY,10.8
Patterns,10.8
Patterns,10.8
Patterns,10.8
Applied Physics Reviews,10.8
Renewable Energy Focus,10.8
PROGRESS IN QUANTUM ELECTRONICS,10.8
PROGRESS IN QUANTUM ELECTRONICS,10.8
PROGRESS IN QUANTUM ELECTRONICS,10.8
PROGRESS IN QUANTUM ELECTRONICS,10.8
Analytic Methods in Accident Research,10.7
Analytic Methods in Accident Research,10.7
International Journal of STEM Education,10.7
International Journal of STEM Education,10.7
ACM Transactions on Intelligent Systems and Technology,10.7
ACM Transactions on Intelligent Systems and Technology,10.7
Petroleum Exploration and Development,10.7
Petroleum Exploration and Development,10.7
Petroleum Exploration and Development,10.7
ACTA MATERIALIA,10.7
ACTA MATERIALIA,10.7
Corrosion Communications,10.7
Corrosion Communications,10.7
npj Biodiversity,10.7
Journal of Cleaner Production,10.7
Journal of Cleaner Production,10.7
Journal of Cleaner Production,10.7
Journal of Business Logistics,10.7
Nano Today,10.7
Nano Today,10.7
Nano Today,10.7
Journal of Energy Storage,10.7
Chem Catalysis,10.7
Internet and Higher Education,10.6
Particle and Fibre Toxicology,10.6
JOURNAL OF MARKETING,10.6
EDUCATIONAL PSYCHOLOGIST,10.6
EDUCATIONAL PSYCHOLOGIST,10.6
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.6
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.6
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,10.6
Journal of Future Foods,10.6
Journal of Materiomics,10.6
Journal of Materiomics,10.6
Journal of Materiomics,10.6
ESMO Open,10.6
JOURNAL OF HAZARDOUS MATERIALS,10.6
JOURNAL OF HAZARDOUS MATERIALS,10.6
PROGRESS IN CARDIOVASCULAR DISEASES,10.6
GREEN CHEMISTRY,10.6
GREEN CHEMISTRY,10.6
CANCER TREATMENT REVIEWS,10.6
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,10.6
IMMUNOLOGICAL REVIEWS,10.6
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,10.6
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,10.6
JAMA Ophthalmology,10.5
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,10.5
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,10.5
Liver Cancer,10.5
Liver Cancer,10.5
eGastroenterology,10.5
Polymer Reviews,10.5
Polyoxometalates,10.4
JOURNAL OF ACCOUNTING RESEARCH,10.4
MOLECULAR PSYCHIATRY,10.4
MOLECULAR PSYCHIATRY,10.4
MOLECULAR PSYCHIATRY,10.4
DIABETOLOGIA,10.4
Energy and Built Environment,10.4
Energy and Built Environment,10.4
Energy and Built Environment,10.4
Food Chemistry,10.4
Food Chemistry,10.4
Food Chemistry,10.4
ACTA PHARMACOLOGICA SINICA,10.4
ACTA PHARMACOLOGICA SINICA,10.4
Acta Biomaterialia,10.4
Acta Biomaterialia,10.4
RESOURCES CONSERVATION AND RECYCLING,10.4
RESOURCES CONSERVATION AND RECYCLING,10.4
Cell Death Discovery,10.4
Resources Chemicals and Materials,10.4
BRITISH JOURNAL OF ANAESTHESIA,10.3
ACTA NEUROPATHOLOGICA,10.3
ACTA NEUROPATHOLOGICA,10.3
ACTA NEUROPATHOLOGICA,10.3
EUROPEAN JOURNAL OF HEART FAILURE,10.3
Educational Research Review,10.3
Biological Psychiatry,10.3
Biological Psychiatry,10.3
Studies in Science Education,10.3
Studies in Science Education,10.3
ENGINEERING GEOLOGY,10.3
ENGINEERING GEOLOGY,10.3
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,10.3
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,10.3
COMPUTERS AND ELECTRONICS IN AGRICULTURE,10.3
COMPUTERS AND ELECTRONICS IN AGRICULTURE,10.3
Journal of Crohns & Colitis,10.3
IEEE Transactions on Sustainable Energy,10.3
IEEE Transactions on Sustainable Energy,10.3
IEEE Transactions on Sustainable Energy,10.3
CORROSION SCIENCE,10.3
CORROSION SCIENCE,10.3
INTERNATIONAL JOURNAL OF COMPUTER VISION,10.3
Implementation Science,10.2
Implementation Science,10.2
Journal of Interactive Advertising,10.2
Journal of Interactive Advertising,10.2
ISME Journal,10.2
ISME Journal,10.2
International Review of Financial Analysis,10.2
IEEE TRANSACTIONS ON FUZZY SYSTEMS,10.2
IEEE TRANSACTIONS ON FUZZY SYSTEMS,10.2
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,10.2
EUROPACE,10.2
ULTRASONICS SONOCHEMISTRY,10.2
ULTRASONICS SONOCHEMISTRY,10.2
Light-Advanced Manufacturing,10.2
ENVIRONMENT INTERNATIONAL,10.2
PROGRESS IN PHOTOVOLTAICS,10.2
PROGRESS IN PHOTOVOLTAICS,10.2
PROGRESS IN PHOTOVOLTAICS,10.2
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.2
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.2
Carbon Capture Science & Technology,10.2
Carbon Capture Science & Technology,10.2
Carbon Capture Science & Technology,10.2
C&EN Global Enterprise,10.2
C&EN Global Enterprise,10.2
JOURNAL OF ECONOMIC PERSPECTIVES,10.1
IEEE Transactions on Smart Grid,10.1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,10.1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,10.1
NATURE STRUCTURAL & MOLECULAR BIOLOGY,10.1
Journal of Hospitality and Tourism Management,10.1
Journal of Hospitality and Tourism Management,10.1
Corporate Social Responsibility and Environmental Management,10.1
Corporate Social Responsibility and Environmental Management,10.1
Corporate Social Responsibility and Environmental Management,10.1
International Journal of Coal Science & Technology,10.1
International Journal of Coal Science & Technology,10.1
JOURNAL OF OPERATIONS MANAGEMENT,10.1
JOURNAL OF OPERATIONS MANAGEMENT,10.1
Energy,10.1
Energy,10.1
Journal of Tissue Engineering,10.1
Wiley Interdisciplinary Reviews-Climate Change,10.1
Wiley Interdisciplinary Reviews-Climate Change,10.1
International Journal of Artificial Intelligence in Education,10.1
Materials Today Catalysis,10.1
Materials Today Catalysis,10.1
Collagen and Leather,10.1
Collagen and Leather,10.1
LEADERSHIP QUARTERLY,10.0
LEADERSHIP QUARTERLY,10.0
European Journal of Preventive Cardiology,10.0
Dialogues in Human Geography,10.0
JOURNAL OF INFECTION,10.0
Molecular Horticulture,10.0
Molecular Horticulture,10.0
COMPUTERS IN INDUSTRY,10.0
JOURNAL OF MANAGEMENT,10.0
JOURNAL OF MANAGEMENT,10.0
JOURNAL OF MANAGEMENT,10.0
Machine Intelligence Research,10.0
Machine Intelligence Research,10.0
Applied Surface Science Advances,10.0
Applied Surface Science Advances,10.0
Applied Surface Science Advances,10.0
Applied Surface Science Advances,10.0
Arthritis & Rheumatology,9.9
PLOS MEDICINE,9.9
IEEE TRANSACTIONS ON MULTIMEDIA,9.9
IEEE TRANSACTIONS ON MULTIMEDIA,9.9
IEEE TRANSACTIONS ON MULTIMEDIA,9.9
TELEMATICS AND INFORMATICS,9.9
Journal of Cachexia Sarcopenia and Muscle,9.9
Journal of Cachexia Sarcopenia and Muscle,9.9
General Psychiatry,9.9
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,9.9
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,9.9
npj Precision Oncology,9.9
DESALINATION,9.9
DESALINATION,9.9
Degenerative Neurological and Neuromuscular Disease,9.9
JOURNAL OF CARDIAC FAILURE,9.9
COMPOSITES SCIENCE AND TECHNOLOGY,9.9
International Journal of Consumer Studies,9.9
Energy Materials and Devices,9.9
Energy Materials and Devices,9.9
Advances in Physics-X,9.9
Journal of Orthopaedic Translation,9.8
CHEST,9.8
CHEST,9.8
HYPERTENSION,9.8
IEEE Transactions on Industrial Informatics,9.8
IEEE Transactions on Industrial Informatics,9.8
IEEE Transactions on Industrial Informatics,9.8
Health Psychology Review,9.8
Geography and Sustainability,9.8
Geography and Sustainability,9.8
AUTOIMMUNITY REVIEWS,9.8
Virtual and Physical Prototyping,9.8
Virtual and Physical Prototyping,9.8
Annual Review of Statistics and Its Application,9.8
Annual Review of Statistics and Its Application,9.8
Biomaterials Research,9.8
Biomaterials Research,9.8
Science China-Chemistry,9.8
SPACE SCIENCE REVIEWS,9.8
IEEE ROBOTICS & AUTOMATION MAGAZINE,9.8
IEEE ROBOTICS & AUTOMATION MAGAZINE,9.8
EES Catalysis,9.8
Frontiers of Engineering Management,9.8
JOURNAL OF UROLOGY,9.7
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,9.7
REVIEW OF ECONOMIC STUDIES,9.7
Journal of Travel Research,9.7
Brain Stimulation,9.7
Brain Stimulation,9.7
IEEE Transactions on Neural Networks and Learning Systems,9.7
IEEE Transactions on Neural Networks and Learning Systems,9.7
IEEE Transactions on Neural Networks and Learning Systems,9.7
IEEE Transactions on Neural Networks and Learning Systems,9.7
Journal of Translational Medicine,9.7
Laser & Photonics Reviews,9.7
Laser & Photonics Reviews,9.7
Laser & Photonics Reviews,9.7
LEARNING AND INDIVIDUAL DIFFERENCES,9.7
Sustainable Materials and Technologies,9.7
Sustainable Materials and Technologies,9.7
Sustainable Materials and Technologies,9.7
npj Science of Food,9.7
Energy and AI,9.7
Energy and AI,9.7
Asia Pacific Journal of Management,9.7
PROGRESS IN SOLID STATE CHEMISTRY,9.7
Research Integrity and Peer Review,9.6
Research Integrity and Peer Review,9.6
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,9.6
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,9.6
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,9.6
JOURNAL OF NUCLEAR MEDICINE,9.6
NBER Macroeconomics Annual,9.6
npj Climate and Atmospheric Science,9.6
Science China-Life Sciences,9.6
Swarm and Evolutionary Computation,9.6
Swarm and Evolutionary Computation,9.6
ACM Transactions on Computer-Human Interaction,9.6
ACM Transactions on Computer-Human Interaction,9.6
Aging and Disease,9.6
JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.6
EPIDEMIOLOGIC REVIEWS,9.6
JOURNAL OF RARE EARTHS,9.6
CLINICAL NUCLEAR MEDICINE,9.6
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,9.6
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,9.6
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,9.6
Journal of Traffic and Transportation Engineering-English Edition,9.6
Journal of Traffic and Transportation Engineering-English Edition,9.6
ACS Environmental Au,9.6
ACS Environmental Au,9.6
AMERICAN ECONOMIC REVIEW,9.5
Perspectives on Psychological Science,9.5
PERSOONIA,9.5
Journal of Knowledge Management,9.5
Journal of Knowledge Management,9.5
Horticulture Research,9.5
Horticulture Research,9.5
Horticulture Research,9.5
BIOSCIENCE,9.5
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,9.5
Underground Space,9.5
CHINESE CHEMICAL LETTERS,9.5
Annual Review of Physical Chemistry,9.5
ANESTHESIOLOGY,9.4
AMERICAN JOURNAL OF KIDNEY DISEASES,9.4
BJS-British Journal of Surgery,9.4
Lancet Regional Health-Western Pacific,9.4
Lancet Regional Health-Western Pacific,9.4
Journal of Physiotherapy,9.4
Journal of Physiotherapy,9.4
PHYSICAL REVIEW LETTERS,9.4
Results in Engineering,9.4
AMERICAN JOURNAL OF HEMATOLOGY,9.4
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,9.4
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,9.4
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,9.4
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,9.4
BUSINESS HORIZONS,9.4
EXPERT SYSTEMS WITH APPLICATIONS,9.4
EXPERT SYSTEMS WITH APPLICATIONS,9.4
EXPERT SYSTEMS WITH APPLICATIONS,9.4
Journal of Analysis and Testing,9.4
Nano Research,9.4
Nano Research,9.4
Nano Research,9.4
Nano Research,9.4
Materials Today Sustainability,9.4
Materials Today Sustainability,9.4
Soil & Environmental Health,9.4
BMJ Medicine,9.3
Nature Mental Health,9.3
Circulation-Arrhythmia and Electrophysiology,9.3
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,9.3
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,9.3
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,9.3
Energy Policy,9.3
Energy Policy,9.3
Energy Policy,9.3
Energy Policy,9.3
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,9.3
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,9.3
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,9.3
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,9.3
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,9.3
Farming System,9.3
Communications Earth & Environment,9.3
Communications Earth & Environment,9.3
